monitorId,attribute1,attribute2,attribute3,attribute4,time
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974576
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974576
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974576
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974577
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974577
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974577
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974577
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974577
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974577
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974577
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974577
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974577
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974577
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974577
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974577
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974577
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974577
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974577
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974577
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974577
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974577
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974578
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974578
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974578
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974578
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974578
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974578
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974578
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974578
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974578
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974578
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974578
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974578
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974578
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974578
org.zend.commandUsageMonitor,no handler,org.eclipse.php.editor,There is no handler to execute for command org.eclipse.jdt.debug.ui.commands.ForceReturn,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1440501974578
